0.01,50,10,1,[[0.0, 0.9997638477107021], [0.0, 0.9971791294708111], [0.0, 0.48765429015085093], [0.0, 0.9971728622392918], [0.0, 0.9999754370975321], [1.0, 0.9999999979832388], [1.0, 0.9999999999812905], [1.0, 0.9999999267987439], [1.0, 0.9999999963497058], [1.0, 0.9999779804334616]]
0.01,50,10,2,[[0.0, 0.9973632633352043], [0.0, 0.9994999539126248], [0.0, 0.9999976379055362], [0.0, 0.9973129125746611], [0.0, 0.9996985325035329], [1.0, 0.4959518516801956], [1.0, 0.9999964747762299], [1.0, 0.9999822889023586], [1.0, 0.9999817054886693], [1.0, 0.9997098663530156]]
0.01,50,10,3,[[0.0, 0.9999999999999627], [0.0, 0.9999999115867634], [0.0, 6.454089088075483e-12], [0.0, 0.9999994530782883], [0.0, 0.9999999999999484], [1.0, 0.9999999999999889], [1.0, 0.9999999980060146], [1.0, 0.9999996555786848], [1.0, 0.4971542254721274], [1.0, 0.9999999999916185]]
0.01,50,10,4,[[0.0, 0.9999999999999944], [0.0, 1.7441827015684172e-20], [0.0, 4.3932097295473384e-12], [0.0, 0.9994767306249783], [0.0, 0.9999948995207092], [1.0, 1.705293740732852e-29], [1.0, 0.033275323057942716], [1.0, 0.9902309254158739], [1.0, 0.9999127825138264], [1.0, 0.9999999999881967]]
0.01,50,10,1,[[0.0, 0.999108516279382], [0.0, 0.9998662797178677], [0.0, 0.9979247733379975], [0.0, 0.9999300054692635], [0.0, 0.9991849950584841], [1.0, 0.9901453765793382], [1.0, 0.9999999927107257], [1.0, 0.9999999999984767], [1.0, 0.9999999999999912], [1.0, 0.9999999999856811]]
0.01,50,10,2,[[0.0, 0.3870310150907652], [0.0, 0.14085082531765067], [0.0, 0.029507663749843815], [0.0, 0.17483210333288024], [0.0, 0.21640339566473843], [1.0, 0.13409874146413026], [1.0, 0.4303448356360875], [1.0, 0.3149253761534959], [1.0, 0.03230746509180081], [1.0, 0.9900663799260427]]
0.01,50,10,4,[[0.0, 0.04075837530260551], [0.0, 1.3769093351218903e-10], [0.0, 0.9995122996609028], [0.0, 0.9901761198164954], [0.0, 4.845545358255688e-54], [1.0, 0.999999999975995], [1.0, 0.9999999999374704], [1.0, 0.9999997558305029], [1.0, 9.212003696069961e-12], [1.0, 0.08488621532034513]]
0.01,50,10,2,[[0.0, 0.9999999951907113], [0.0, 0.9999999986413893], [0.0, 0.9999999178779116], [0.0, 0.9999999697585555], [0.0, 0.9997619991135865], [1.0, 0.09569692252166259], [1.0, 0.4712639726848658], [1.0, 0.990160733052847], [1.0, 0.9999980164415988], [1.0, 0.999999910723912]]
0.01,50,10,5,[[0.0, 0.49599625933541147], [0.0, 0.3995275462578746], [0.0, 0.49910584863673785], [0.0, 1.9731138958781823e-37], [0.0, 0.9994932906366273], [1.0, 1.9376307497002458e-124], [1.0, 0.9912117287167227], [1.0, 0.9999687655803391], [1.0, 2.0894171853824127e-31], [1.0, 0.09722008111278937]]
0.01,50,10,5,[[0.0, 0.9973862925541812], [0.0, 1.1752801325204091e-07], [0.0, 6.964335383913145e-13], [0.0, 0.9995203274045814], [0.0, 0.9999999999999982], [1.0, 0.9999999999999982], [1.0, 0.9912648283678613], [1.0, 1.8485003123032165e-16], [1.0, 0.060540738367669045], [1.0, 1.95362465676929e-30]]
0.01,50,10,2,[[0.0, 0.05554364241649919], [0.0, 0.9979283532779935], [0.0, 0.9999997635966871], [0.0, 0.9999998549998905], [0.0, 0.9997016829267661], [1.0, 0.42533884607795214], [1.0, 0.2744070566155916], [1.0, 0.4984428088834363], [1.0, 0.9998371869880901], [1.0, 0.9999985919604435]]
0.01,50,10,4,[[0.0, 4.155003154141897e-35], [0.0, 0.4869879787498157], [0.0, 0.9969209636067801], [0.0, 0.9999872033760075], [0.0, 0.9960080846224432], [1.0, 5.018915089013224e-20], [1.0, 5.156341293234047e-06], [1.0, 0.9905220146852951], [1.0, 0.9997330167826313], [1.0, 0.9999325267927238]]
0.01,50,10,4,[[0.0, 1.238970457499653e-58], [0.0, 0.9999783620931549], [0.0, 0.9999981047871049], [0.0, 0.9999999980557268], [0.0, 0.9999999999999893], [1.0, 0.9999999999999887], [1.0, 0.9908555262940493], [1.0, 0.9999996872703021], [1.0, 0.9999998952815141], [1.0, 0.9956402235282505]]
0.01,50,10,3,[[0.0, 0.999127562090321], [0.0, 0.9999897479095952], [0.0, 0.9992038166376086], [0.0, 0.9999872216939497], [0.0, 0.9913359865844957], [1.0, 4.4715550501435145e-10], [1.0, 0.0001513780012252601], [1.0, 0.9900542349585021], [1.0, 0.9983739986690919], [1.0, 1.9785652497335118e-18]]
0.01,50,10,5,[[0.0, 0.18525123598659302], [0.0, 9.396370369789584e-28], [0.0, 0.9999784270261952], [0.0, 0.9999939653346661], [0.0, 0.9912195593354557], [1.0, 2.5836876146168808e-73], [1.0, 1.5332731290585033e-38], [1.0, 0.9999785111696687], [1.0, 0.9999942963574704], [1.0, 9.979746414344111e-28]]
0.01,50,10,3,[[0.0, 0.999999999136824], [0.0, 0.9983626805334094], [0.0, 0.9999868587087861], [0.0, 0.9996213692711031], [0.0, 0.9933219565247764], [1.0, 0.9999997210455779], [1.0, 0.9979018363767587], [1.0, 0.9999966028633517], [1.0, 0.9997669757978368], [1.0, 0.9999999999989276]]
0.01,50,10,4,[[0.0, 0.9999999999999335], [0.0, 0.9999999952897398], [0.0, 2.5271972965399527e-26], [0.0, 0.9988312961216472], [0.0, 0.9999999999999878], [1.0, 0.9999999999999939], [1.0, 0.9998987352103852], [1.0, 3.822755379963558e-15], [1.0, 0.990923361418406], [1.0, 0.9999999999999891]]
0.01,50,10,5,[[0.0, 0.19101470851903302], [0.0, 1.0584357115499577e-15], [0.0, 0.9900178513364166], [0.0, 0.9999999985990007], [0.0, 0.9999999999999982], [1.0, 0.9999999999999982], [1.0, 3.3923631815091927e-82], [1.0, 0.9999872493079522], [1.0, 2.600448018040287e-46], [1.0, 0.38628396059565273]]
0.01,50,10,1,[[0.0, 0.9900454473331126], [0.0, 0.9999409201623268], [0.0, 0.999934438870092], [0.0, 0.9999361273788808], [0.0, 0.9997885424148893], [1.0, 0.9961627741633905], [1.0, 0.9999821890022784], [1.0, 0.999990294059287], [1.0, 0.9999957975220793], [1.0, 0.9995368937110176]]
0.01,50,10,1,[[0.0, 0.9999999999534257], [0.0, 0.99999999999999], [0.0, 0.9999999999580362], [0.0, 0.9999923394989697], [0.0, 0.9917485957617085], [1.0, 0.9999271020499749], [1.0, 0.9999999209224782], [1.0, 0.999999735523912], [1.0, 0.9999999997811906], [1.0, 0.9999999850264425]]
0.01,50,10,1,[[0.0, 0.9984560556323886], [0.0, 0.9999782457649261], [0.0, 0.9994415496376063], [0.0, 0.9988754271544137], [0.0, 0.998820564297837], [1.0, 0.9904497115225915], [1.0, 0.9991083998991661], [1.0, 0.9999853425144989], [1.0, 0.9999921152164869], [1.0, 0.9999973534830562]]
