m_mistrust,outcome,credences
1.1346938775510205,Mixed consensus,"[[0.9999386314715877, 0.9999746945065248, 0.15589471307791525], [0.9999981208407542, 0.9999977918675232, 0.23079293149046898], [0.9997009764858484, 0.9999700564282195, 0.17276648488084517], [0.9999973746176525, 0.9999977205021053, 0.2148539252227669], [0.9999994011673101, 0.9999973491353484, 0.46310978837529854], [0.9999932348065156, 0.9999119887626625, 0.19411460971964017], [0.999990145751788, 0.9999897294539445, 0.1946647316972212], [0.9999999834013024, 0.9999998034454974, 0.24587495981271237], [0.9999943081599267, 0.999767958420036, 0.18489595766477818], [0.9999998914870958, 0.9999985379815601, 0.40787926801795155]]"
0.9755102040816326,True consensus,"[[0.999962201846868, 0.999999833985473, 0.999938633013179], [0.9999999666262269, 0.9999898074931985, 0.9999999741519288], [0.9999854241656354, 0.9951270883614144, 0.9999973286223564], [0.9993694647471063, 0.999999917023533, 0.999998933451277], [0.9999630809741187, 0.9999999996465554, 0.9999559249736695], [0.9999823552894497, 0.9933996775958349, 0.9999996469510664], [0.9997532078294713, 0.9999999979959759, 0.9999875629531678], [0.9999999990393081, 0.9999998353847275, 0.999976132951035], [0.9999997068856691, 0.999618499726928, 0.9999856384007614], [0.999999691637354, 0.9999999914630089, 0.9999999956639473]]"
0.6571428571428571,True consensus,"[[0.9959353511342296, 0.9999192737075723, 0.9998665201001945], [0.9999951180306951, 0.9997446739868833, 0.9999999494988501], [0.9995509743292038, 0.9999570467606888, 0.9999998960324841], [0.9984874763721386, 0.9999962385036635, 0.9999297581926088], [0.9999658192639233, 0.9999991431966554, 0.9999886089390584], [0.9994573847541275, 0.9987372415285262, 0.9999552996096797], [0.9999998435010182, 0.9999875765244579, 0.9999995991844339], [0.9999996197273288, 0.999974381069588, 0.999994171639395], [0.9999936392335429, 0.9945835192743536, 0.9998486532899598], [0.9999998467829807, 0.9999995498074723, 0.999986665528784]]"
0.8959183673469387,True consensus,"[[0.999956920096638, 0.9999999336125018, 0.9999878855551187], [0.9999998219576205, 0.9997788955750168, 0.9999998352171964], [0.9999908192793096, 0.9988021662355664, 0.9999960286055383], [0.9994323505414955, 0.9999999319358603, 0.9999989645617923], [0.9999656551504059, 0.9999999996505856, 0.9999562623331991], [0.9999623182744987, 0.9994203085029437, 0.9999992608887696], [0.9997933383178819, 0.9999999979139094, 0.9999889697923103], [0.9999999895535466, 0.9999991400494753, 0.9998810653991014], [0.9999997554998704, 0.9998323042571714, 0.9999707801237637], [0.9999966021839742, 0.9999999689359297, 0.9999999797980433]]"
0.25918367346938775,True consensus,"[[0.9999997330263232, 0.9999983364420912, 0.9999856834212691], [0.9999999999207019, 0.999950255709753, 0.9992291514607776], [0.9999999570214407, 0.9999999437622697, 0.9996487681497505], [0.9999999923438415, 0.9999997327323134, 0.9999578344662187], [0.9999999999110674, 0.9999998713972027, 0.9965238051764931], [0.9999997590976001, 0.999733360683323, 0.9998024749793044], [0.9999999818455015, 0.9999904428740383, 0.9999556114411692], [0.9999999992759727, 0.9978414252698021, 0.9998587911783401], [0.99999999942169, 0.9999933626839805, 0.9999568409246294], [0.9999999999675058, 0.9999999974872165, 0.9994165638548395]]"
1.1346938775510205,True consensus,"[[0.9976748210588466, 0.9999936409464598, 0.9999994693481777], [0.9999997437697866, 0.9999991349900427, 0.9999493401759812], [0.9995195676437766, 0.9999996099138191, 0.999896482113004], [0.9998493165168925, 0.9999932184879482, 0.9999851464550579], [0.9999959803412245, 0.999980033377891, 0.999992362679125], [0.9999999290233874, 0.9999850574641092, 0.9999993184082993], [0.9999559227279342, 0.9999998364496224, 0.9999919828319744], [0.9999463442209355, 0.9999998139759047, 0.9999993655414162], [0.9981893974671419, 0.9999878999626659, 0.999991393934072], [0.9998821098482847, 0.999999990152436, 0.9999999679717855]]"
0.8163265306122448,True consensus,"[[0.9959719941998139, 0.9999999112325046, 0.9999917890230372], [0.9999982668599563, 0.999958944775289, 0.9999997096719175], [0.9997459610970671, 0.9999997354471568, 0.9999998187297864], [0.998172153301887, 0.9999999972293504, 0.9999953208628299], [0.9995040104409892, 0.9999999980870481, 0.9999985755856554], [0.9947384372244926, 0.999926770616582, 0.9999993312126996], [0.9998993901982508, 0.9999999999571642, 0.9999574564766319], [0.9999998132397296, 0.9999999828498787, 0.9999957787845558], [0.9999991519258912, 0.9996922449920292, 0.9999993381410108], [0.9999663287024437, 0.9999999992460151, 0.9999999971440346]]"
0.5775510204081632,True consensus,"[[0.9984796590766184, 0.9999763835062176, 0.999999992420682], [0.9999942425738915, 0.9996246064864475, 0.9999999900801919], [0.9915329123724407, 0.9999998713909315, 0.9999999580918548], [0.9999841869237588, 0.9999999086531014, 0.9999993990822779], [0.9997800197743454, 0.9999999512507011, 0.9999999796419058], [0.999822837780641, 0.9998213120741841, 0.9999861557839538], [0.9998718049751764, 0.9999999909504197, 0.9999996803742098], [0.99999991408295, 0.9999706357899116, 0.999999954780882], [0.9999969868042101, 0.9995729165431777, 0.9999998307038787], [0.9998898363198049, 0.9999999885262421, 0.9999996654617571]]"
0.9755102040816326,True consensus,"[[0.9999970744639011, 0.9999992912398543, 0.9999999341934294], [0.9999999998682408, 0.9999985508487405, 0.9997010336270409], [0.9999758029166814, 0.9999999109475297, 0.9999576157767428], [0.9999992491014803, 0.9999999999957871, 0.9999998717711145], [0.9999995924387941, 0.9999998116989471, 0.9999809480555888], [0.9999968236815272, 0.9999999997874348, 0.9999992691247702], [0.9999997695057387, 0.9999994261292013, 0.9994781394736184], [0.9999971060266198, 0.9999999189851783, 0.9999969311164478], [0.9999999998036001, 0.9999992162722706, 0.999961899816652], [0.9999999984915108, 0.999999892877389, 0.9999996354205852]]"
0.41836734693877553,True consensus,"[[0.9999996980847705, 0.9999999999829364, 0.9999717075028545], [0.9999999999957281, 0.9999999772103089, 0.9997620584207157], [0.999998956360516, 0.9999999999538516, 0.9999947163147024], [0.9993773079255861, 0.9999999999673692, 0.9999979408394459], [0.9999997739004687, 0.9999999999999698, 0.9999999371724387], [0.9999999927574269, 0.9999976499066004, 0.9999976215142787], [0.9999992636641111, 0.9999999999842246, 0.9999997369455462], [0.9999999998886515, 0.9999999999569816, 0.9999189105647299], [0.9999999886985484, 0.9999999995278313, 0.9997205539556592], [0.9999999771344865, 0.999999999999886, 0.9999999792648556]]"
